src,dest
CGQ,CTU
ARN,KRK
UIO,LGQ
QUW,JJU
NCE,TLL
TIP,GHT
JGD,HLD
FAO,DUB
RHO,AOK
CLE,RIC
CFN,DUB
CMN,OZZ
DME,DXB
KIX,KOJ
MHD,AZD
PER,CGK
HND,IWK
CSX,YTY
LGW,TIV
YLL,YYC
SJT,DFW
BCN,DRS
PNQ,COK
ADE,AUH
YUL,ZBF
CAY,PBM
HNL,GUM
TNA,INC
MYT,MDL
SJU,PLS
NCL,ALC
PTY,GRU
NGB,TSN
GVA,IST
MXP,LYS
CAG,GVA
MXP,ZRH
BMI,MCO
CGO,WNZ
CKG,KMG
JAX,IAD
CRL,NYO
SYD,NRT
MUC,ODS
LIM,EZE
GRU,IPN
CHC,PPQ
YXT,YXS
SAW,HAM
CGO,JJN
AYT,SZG
CCJ,BOM
TSF,NYO
YNT,HKG
JIQ,CTU
ROC,PHL
KUL,IST
MIA,DCA
TAS,DXB
ADB,HEL
FNC,BRU
CPH,GOT
ATL,HPN
BLL,SVG
AKY,RGN
BRU,PEK
SVO,NOZ
ISP,FLL
BNE,ASP
FNA,CMN
PLS,POP
ULH,RUH
KWL,CZX
CFR,NCE
TTN,CLT
DTW,ACY
SWA,YIW
DLC,KMG
SXB,LYS
LIM,LAX
PEK,SEA
VFA,WDH
CNS,KWM
SWA,SIN
ABZ,BRS
TSR,MUC
TIP,CAI
BHE,CHC
TRD,KSU
OVD,TFS
TPA,ROC
ARN,CPH
CMN,BRU
ZQW,LPA
GVA,NCE
MBJ,FLL
SZX,YBP
NRT,NOU
LJG,MIG
FIH,NBO
TYN,PUS
DRS,LCY
YPW,YVR
PBM,AUA
LHR,PHL
SDJ,TPE
CRL,DUB
DUB,ACE
FRA,ABV
DME,MCX
LDY,BHX
BUD,LIS
ADD,DLA
SZX,SHE
NNT,CNX
KOI,SOY
FRA,KEF
RAK,LPA
BIO,GVA
ADL,BHQ
BZN,DEN
LNS,IAD
BET,KLG
JED,BEY
DEL,LHR
IKA,DXB
DCA,YOW
CIY,CIA
DOH,DAC
MNL,HND
JED,IFN
DXB,KJA
BEN,MRA
XIY,HMI
ALA,ICN
ORD,BRU
GDN,SVG
RMQ,HUN
PRG,FRA
CFR,AJA
ANC,ORD
ALC,MAN
IST,SKP
BVA,WAW
YVR,YWG
CNX,ICN
PEW,SHJ
IQN,XIY
VRN,OLB
KRT,JUB
FEZ,NRN
BAV,TSN
BRU,BOD
SBN,ATL
SAW,BAL
DXB,CAN
HER,MRS
LIT,STL
HKT,MNL
ICN,CGO
CAN,PEN
BNE,DPS
KOI,INV
GVA,AJA
NTE,PMI
BOS,SJC
DAC,HKG
SZG,PMI
AKL,BNE
LAX,LIH
CLJ,VIE
KGL,BRU
WUX,PEK
JFK,CTG
FCO,RIX
YZF,YYH
JFK,PSE
YVR,YWL
KDM,GAN
EVN,VOG
FRA,FCO
AGP,STN
HKG,SHE
SLC,AUS
CCS,EZE
TPA,RDU
MFM,XMN
SLC,GJT
LLA,SDL
DEN,SMF
YUL,IAD
PSA,SKG
AYT,LED
THR,AZD
PMI,GOT
HHH,CLT
LGA,MYR
YTH,YQD
IAD,YTZ
HKG,LAX
STN,RHO
WDH,ACC
AUH,CAI
SVO,PRG
MRV,LED
TIP,TUN
CNS,GOV
STN,LUZ
DOH,FRA
PEK,DLC
URC,PEK
MCO,YHZ
PHL,ERI
QJH,JJU
HAV,CCS
LGW,MLA
BIA,LGG
LYS,DUS
CTM,MEX
LAS,COS
MAN,RAK
MIA,LGA
AMS,ZAG
PEK,WEF
SEA,BWI
FLL,MCI
GSE,PSA
EMA,FUE
KUL,MNL
BRU,RAK
ALG,NIM
MAU,BOB
DOH,MHD
KHQ,NSQ
CGN,FCO
MKE,LAS
NRN,EDI
TAS,KUF
BIO,TXL
ATL,GTR
IST,AYT
OVB,YKS
GHA,ALG
BLQ,CTA
UKB,IBR
MIA,IND
JED,ASM
SLC,JFK
NGB,SJW
HKG,SFO
WRO,WMI
BHD,AGP
HHN,BRI
HRB,NAY
GXF,ADE
TJU,DME
DUB,BOH
XUZ,HKG
ASF,SVO
BEG,BNX
CPT,HLA
CDG,TLV
KOJ,HKG
YEG,KEF
BVA,OUD
BNE,BME
SPN,NGO
LPB,SRE
DXB,MEL
ILY,GLA
YSM,YHY
DLC,WUH
BUD,RTM
VVI,IQQ
MZG,KHH
TFN,SVQ
MEL,CNS
OTP,PRG
CEI,DMK
YXS,YKA
DTW,IAD
CUR,POS
MAO,FOR
YYR,YDP
TGM,BVA
JAX,LAS
NDJ,CDG
DEN,EAR
ATL,LFT
DUB,WRO
HEL,KAJ
CDG,MUC
AVL,ORD
ATL,CZM
TAO,JXA
SGC,TJM
ANX,EVE
ZRH,DUS
IAD,YOW
LIM,PTY
GAF,GAE
CUN,TLC
YHR,YNA
DUS,IKA
LUZ,FCO
MUC,BRI
MAA,CCJ
CKG,PZI
DFW,SPS
MCT,AUH
LBA,IBZ
JED,IAD
COK,DXB
BVV,UUS
DFW,GPT
STN,SKG
PRG,TSF
WNZ,HIA
KDH,MHD
SSJ,BOO
TFS,BVA
ELS,CPT
YBG,YHU
PVG,SHE
FNI,CRL
MYY,LMN
PBI,NAS
LJG,KWE
JMU,PEK
KMI,NGO
FLR,MUC
OTP,KIV
KBL,DEL
OMA,DTW
DUR,GRJ
RTM,PMI
SHJ,HOF
GDN,TKU
BCN,HAJ
CLE,EWR
LED,KSQ
PIT,IAH
KAN,CAI
DME,FRA
TRF,BCN
STN,SXB
JPR,CGB
SEA,LGB
CPH,SJJ
BND,AZD
STR,KRK
ILO,HKG
TRV,BAH
HYN,WUH
SJU,DTW
VIX,SSA
KUL,BOM
CLE,ATL
CAI,BGW
KTS,TLA
LJU,PRG
POZ,CIA
CPH,DXB
VRN,AMS
SCQ,BIO
PMI,ERF
PSA,SVO
SJD,SJC
LGB,SLC
NAP,LWO
PHL,ORF
HPN,CLT
EVE,BOO
TRN,DUS
AMS,MAN
TPE,YVR
BGY,SDR
TXL,MIA
RUN,JNB
LWO,NAP
PHX,PDX
ICN,HRB
SYB,KPR
DUB,SZZ
ULN,DLZ
ORD,CLE
GVA,LIS
TUU,MED
MXP,DME
BAH,SAH
TNA,URC
ICN,YNJ
MTY,TIJ
DAC,ZYL
DUB,SOU
MSP,CMH
TSN,CIH
PVR,MTY
PHX,DSM
AEP,SFN
MCO,KIN
BAV,SJW
CRL,LJU
BNE,NAN
HGU,TBG
TLC,PVR
COO,OUA
BKM,LWY
ATL,MLI
FDE,OSL
CAN,MIG
THR,MHD
GRU,SDU
EBB,CAI
DXB,ADL
EPR,RVT
BIA,BOD
JJU,UAK
AXM,FLL
BRN,OLB
LAS,YWG
BRU,PMO
PEK,CGK
PHX,LHR
MBJ,MIA
HKG,HEL
AMS,LCY
AEP,FTE
LEN,BCN
DEL,ATQ
UIO,MEC
ALB,FLL
ELD,HOT
VXE,RAI
KWE,LZO
LAX,OAK
RCM,JCK
BZV,PNR
WIL,ASV
TFS,HHN
YNB,DXB
NOP,IST
WUX,XMN
JCK,ISA
UPG,BPN
TBS,VKO
CAI,MAD
CTA,GOA
NCL,CWL
BOD,CLY
SBZ,OTP
GNV,TPA
JTC,CGH
ARN,LYC
BLR,DOH
TPE,KWE
DMM,ADD
STR,CPH
AUR,ORY
CAN,ADD
TML,ACC
ZHY,PEK
VLI,SYD
SHJ,JAI
SLN,MCI
UNG,TBG
SVO,ZRH
HFE,LJG
YUL,LAS
MHD,DMM
BRM,PMV
YUL,PAP
HRE,ADD
HAM,KLU
DFW,SCL
CKH,YKS
IAH,BZE
SHA,GMP
LIN,NAP
ATL,EYW
BZV,KGL
IKA,FRA
BZE,MIA
COS,DEN
PNI,KSA
STR,FUE
YWG,DEN
ACE,BRS
SDQ,BOS
BKG,HOU
OTP,NAP
SAP,GUA
OKA,KMI
ORD,FAR
UPG,PUM
LAS,RDU
LUN,DXB
VCP,MEA
SAH,AXK
BRS,GVA
WNZ,SJW
MIG,XIY
ALG,BCN
SAW,CMN
VCP,GIG
MEL,KTA
DKR,BRU
MRS,ORY
LYI,HGH
BWI,LIT
LIS,BUD
ORY,MLA
FAO,OPO
NGO,FRA
BOM,KTM
SJW,SHP
KBV,DMK
FAO,OSL
OMA,STL
VIN,TLV
VRN,TIA
DMK,MAQ
FMO,MUC
CNS,SYD
CUN,ATL
CLT,RDU
CFE,AMS
MUC,BLL
PBC,DFW
KTM,SIN
TLJ,MCG
SVO,CEK
DSM,SFB
DTW,LAS
CDG,BLR
FLL,SEA
GRJ,JNB
GYD,DOH
AUH,HKG
TER,PIX
LRR,SYZ
LBA,HER
PVG,HEL
FRA,AGP
DXB,MBA
GZT,ECN
SEA,LWS
HIN,CJU
YAY,YYR
VIE,GVA
UPG,GTO
ORH,FLL
CUN,HAV
LYP,KHI
MYR,BWI
CDG,MIA
MNL,ROR
KMG,BKK
IAH,CMH
KHH,TAO
LYR,OSL
URC,XNN
LGG,AGA
BSL,KGS
IKT,VKO
DUS,NAP
NAP,EDI
PEK,ZUH
BRE,DUB
EDI,PRG
HAH,TNR
TXN,XIY
ETZ,ALG
GYD,KBP
ATH,AMS
KKA,SKK
BAH,SHJ
LAX,LIM
SFO,RDD
COO,LFW
MYR,DCA
WUH,CIH
WUH,NNG
SOF,CRL
NRT,SJC
FDH,DUS
XIY,DSN
ILM,CLT
ELC,MNG
KIN,PLS
SJU,SBH
LCA,SVX
HNL,SYD
MDW,IAD
LJU,ZRH
CDG,BRI
CGN,AGP
HRG,DUS
STN,LPA
RUH,KWI
TUU,RUH
UUS,DME
SYX,SHA
BPN,CGK
LNZ,STN
PMI,FMO
RMF,ZRH
SVO,VAR
CZX,CSX
PEW,JED
ADB,HAJ
MAD,GIG
CLJ,TSF
FON,XQP
ICN,YYZ
MDE,BAQ
NMA,KRR
PUJ,MDW
YUL,YWK
PVG,OKJ
FRU,DXB
XFN,PVG
CCS,MAD
IMF,GAU
FLL,PUJ
PMI,SCN
CRL,OPO
KWL,HFE
STL,CVG
HAN,DIN
DUS,AUH
DOH,SLL
SLC,HNL
LWO,GRO
BGI,SXM
AMS,LOS
BPN,PLW
DUB,RDZ
FLR,BRI
URC,KCA
LCY,ARN
LHR,YUL
TNR,MOQ
LED,ALA
TAE,CJU
TUN,ORN
URE,TLL
PHO,PIZ
YGW,YKU
TPE,WUX
CIY,STN
ULV,SVX
POZ,WAW
SVO,BCN
IAH,FRA
KUL,LGK
KBP,KGD
BLL,IST
MAN,PVK
VCP,CXJ
KWI,MCT
ALC,KUN
CAI,LCA
FUK,KIX
YYC,YQU
SHB,HND
ASF,LED
DPS,SZX
FRA,GRU
PEK,SGN
YSJ,YHZ
SEA,ORD
BAQ,BOG
VIE,TXL
CAI,MCT
LGW,PRG
STL,TPA
MEH,BVG
MUC,LGW
ABV,IBA
ZRH,YYZ
MIA,BDL
ROC,DTW
PGD,AVL
SEA,CDG
KLL,IGG
MID,GDL
DLC,CHG
WUS,CAN
MCO,SDQ
PLS,EWR
BUD,FCO
AMS,FLR
SIP,KBP
ISB,MXP
GRO,MLA
CEE,DME
PMI,WMI
YGH,YVQ
HSN,NAY
TFS,BLK
PHE,PER
SSG,CMN
ZAZ,BGY
NYO,BRE
FUE,LPA
FBM,MJM
LOS,ACC
CPT,UTN
CIA,BTS
CAN,FOC
YVP,YKL
LEJ,FRA
LEJ,BRE
YWG,YYZ
SHA,LJG
KBP,TSE
PLS,ATL
DEN,YYZ
PUU,LQM
KIX,HKG
MKY,ROK
TPA,SDF
BOG,PEI
AFA,AEP
CMN,FEZ
BRI,SVQ
ORD,CRW
AMS,BEG
ORY,PSA
IXL,IXJ
KRK,AGP
NTQ,HND
QOW,ABV
KOE,ENE
KUL,VTE
EWR,MAD
ABY,ATL
XRY,FRA
OSL,BDU
LGA,DCA
IST,LHR
CHC,TRG
JGS,SHA
DTW,MKE
HKN,RAB
NSI,BRU
HAV,EZE
PBJ,ULB
LHR,DTW
CDG,NSI
APL,BEW
TXL,AMS
PSA,EDI
ATH,TIA
CID,PGD
ZRH,GRZ
GEO,YYZ
DUS,GRZ
DCA,DEN
MEX,CME
TXL,JFK
BNA,MDW
YQC,YWB
WAW,PRG
ILO,GES
SOU,EDI
PHX,MCI
CTU,JDZ
DXB,SKP
TIV,BRU
YPN,YZV
RDU,PHX
LHR,GYD
HEL,DBV
MLE,DRV
DUB,KRK
CLT,MYR
ALG,DJG
BOD,FLR
SEA,EUG
GXF,SAH
CRL,WMI
FLL,ISP
CDG,NCL
DLM,IST
GSE,AHO
AMS,CTU
KWE,BFJ
YYC,FRA
MBJ,AMS
BRU,ALG
MSY,DAL
MVT,RGI
VCE,BHX
YVB,YGR
HOF,RUH
MAD,SSG
YVP,YPX
BOI,SMF
SBW,KCH
HTS,PIE
EMK,BET
EBA,MUC
KSN,TSE
TRD,MQN
AMS,ORD
MBJ,JFK
FRA,OTP
NBO,SAH
BOS,RSW
MNL,SIN
ZHY,XNN
MST,ALC
DAL,SAT
XNN,PEK
BOJ,HEL
SAT,IAH
BKK,LHE
SHJ,TRV
BJV,LBA
MAA,DXB
GSP,IAH
TPE,FUK
CRL,IBZ
LGB,PDX
MZT,MEX
PHX,PSP
CMN,GVA
LTN,MLA
ALC,DUB
BUF,PHL
RYG,BLQ
MMU,CVG
SAW,GNY
IST,JNB
OAK,ABQ
YPM,YVZ
GUM,NRT
HAM,SAW
TSN,SYX
MNL,CRM
SVQ,PMI
EDI,LYS
VIE,IST
BJV,ADB
WNZ,SHA
CGQ,NKG
MAN,GLA
PEK,WUS
DUS,GPA
BGY,VNO
MEX,MUC
MBJ,LGW
KWN,EEK
VIE,BLQ
MRS,YUL
CAI,ASW
BRS,NCE
TAS,OVB
CUR,DUS
PEN,USM
MEL,MCY
SFO,SAN
IGD,ESB
LED,CSY
SNU,CCC
TYN,KWE
FRA,NDR
STN,EDI
SEZ,VKO
PKN,CGK
ZRH,TPA
HGH,KWL
PEK,XMN
TNR,MJN
POM,MAS
LXS,JIK
MDW,LAS
YYC,YQF
WIL,JRO
NYO,TSF
LUG,GVA
SZX,ICN
ZUH,NGB
PRG,ICN
RAK,CGN
JNB,INH
PBI,TPA
BOS,MAD
KVX,VKO
NRT,SHE
CSX,BHY
YVR,YCG
POS,KIN
POZ,STN
ATL,DUS
AMS,TUN
HAN,PNH
EWR,GUA
YMT,YNS
NKG,KMG
BRS,AYT
RIX,VCE
YIF,ZLT
LGW,NAP
RIX,WAW
DUB,FUE
YUL,CMN
DBV,LIL
VCP,NVT
TUL,MIA
MLA,ORY
VIE,NCE
DFW,SPI
BDJ,SUB
SVX,SVO
OKC,DEN
SJC,KOA
DMM,MED
MVD,EZE
BAL,SAW
CGN,NDR
LHE,KHI
HGH,TGO
MAN,KRK
MXP,WAW
BHY,CSX
MSY,CLT
SWA,SHA
SFO,BOS
SFB,MIA
BCN,ORY
SCE,ORD
EBB,JUB
CFU,VIE
IAD,DEN
YYZ,PLS
AGP,FRA
AGP,BRE
LGW,LYS
OVB,ALA
SFB,AVP
AUS,FLL
ADQ,AOS
SXM,CUR
NDR,CMN
LCE,PEU
LGA,IND
HAN,TBB
BOB,TIH
HGH,INC
TPA,BWI
LYI,DLC
NBC,DME
LBA,LIG
CMN,TXL
FUG,WNZ
KHV,BQS
DXB,TPE
WMI,CRL
JED,PZU
KUL,AKL
HKG,ICN
FUE,EDI
PRN,DUS
UIO,MAD
BWI,ORF
DME,UUD
CSG,ATL
MLA,PSA
PDX,ABQ
PTY,CUN
KWE,TEN
ARN,LED
ABZ,NWI
PEK,CAI
CAI,KRT
LIM,CJA
BOO,TOS
MED,IST
BCN,ISB
OME,TNC
CCS,FNC
SHV,ATL
CGK,LOP
BOD,TUN
ADD,OUA
FOC,KMG
KZN,SHJ
STL,LGA
AMM,BEY
BSB,CGR
TNG,BCN
LIG,LPL
BCN,PSA
TYN,YCU
DXB,VOG
OSL,ATH
ICN,TAO
BEW,JNB
HPN,RSW
XMN,HAK
ANM,TNR
ACE,BLQ
PBI,DCA
TUS,MSP
DWC,OMS
KUL,AMD
CDG,LGW
SXF,SAW
GOA,BCN
DKR,NKC
TGG,SZB
SJW,SZX
ORB,MMX
NIM,ABV
GEG,OAK
JFK,SAL
YUL,AZS
SVG,GDN
ALC,GOT
NBO,SHJ
OME,KKA
MAH,MUC
YVR,MAN
GIU,TRR
GRU,AMS
MYR,PBG
WAW,ZRH
ADD,DOH
MAN,CPH
AYT,STR
CTA,BRU
CRL,LPA
BVC,LIS
BOG,ADZ
EIN,DLM
JED,CMN
HYG,KTN
CPH,EIN
MEX,CCS
HYD,TIR
GRU,JFK
HPB,SCM
MCO,OMA
BRU,CPH
FRA,PMI
LAS,SDF
FLR,LGW
TEN,SZX
HAJ,SAW
LIS,TUN
BZE,PLJ
WUH,SYX
DME,UKK
KBP,TBS
HOU,CHS
LAX,MFR
EDI,BCN
BAH,DMM
YKS,SVO
INN,VIE
KKI,AKI
FCO,PVG
SYD,CKG
HAM,RIX
VCP,FOR
TXK,DFW
TRF,WAW
CLQ,TIJ
BVG,BJF
SGN,FUK
VCE,BOD
IAH,GCM
DWC,BUD
EZE,GYE
ATL,DEN
MCO,GRR
KDI,CGK
PHL,RIC
RAI,DKR
BAH,JED
SLY,NYM
CMB,KUL
AMS,DUB
AUH,KUL
VER,GDL
SSH,SVO
JED,HYD
JED,PEW
ISA,TSV
TJM,NYM
HKT,USM
VLL,PMI
TFS,HAM
MSP,ATY
ITB,STM
KHI,DAC
BUD,AGP
RDU,CUN
TSF,LWO
RIC,BOS
KHN,TPE
PHX,SEA
HND,KMI
CGN,PMI
IAS,OTP
OSS,IKT
CKG,TXN
BAH,DWC
DSK,PZH
BKK,KBV
SLZ,BSB
HOU,DFW
ZUH,WUZ
KIF,WNN
AGP,GSE
DFW,GSO
MAN,JMK
TPE,PVG
ROA,SFB
FAI,RBY
CVG,STL
YTY,SZX
ABT,RUH
CMN,IST
PNH,VTE
XIY,YIW
AGP,TSF
BRU,JMK
LAX,SAT
ALG,CDG
OKL,DJJ
AGP,BIO
CMN,BLQ
IAD,AUH
GRZ,ZRH
MNL,BWN
LPA,DUS
NCE,BFS
SFO,SBA
YZF,YSG
BEL,MAO
DPS,SUB
HND,MMB
VSA,MEX
ORD,YHZ
HOR,TER
HBE,ATH
BRE,OPO
KLU,CGN
HFE,KHH
NRT,HEL
SZA,CAB
HAC,HND
DCA,CVG
DAV,PAC
DNH,URC
FLL,AUA
OTP,CIA
HAQ,DRV
DLC,TXN
RAK,MXP
LAP,MEX
NTE,BRU
OKA,KOJ
KGD,KBP
DYU,IKT
BOD,DUB
PGD,SPI
VLC,ORY
AEP,VDM
TLS,LGW
MAG,HGU
FUK,SDJ
YVQ,YEV
CHS,TPA
CCP,ZAL
AER,EVN
MLH,ORY
KLX,VIE
SVX,KRO
ABL,SHG
AMM,BSR
EDI,EMA
SVO,AAQ
DTW,SYR
ESB,HTY
BEU,BVI
OTP,ZAZ
MAN,HRG
ORD,IST
RNS,MRS
MHT,BWI
BIQ,LIL
PHL,JAX
BQB,PER
IAD,YYZ
LED,OSS
PHX,DRO
BRU,SCQ
OKA,PEK
OSL,SPU
BLR,RUH
PBI,LGA
JDO,FOR
RTW,SVX
DCA,TPA
KIX,OOL
PMI,EIN
BKK,CEI
DFW,SJT
YXJ,YXS
FOC,WUH
MVD,PTY
CZM,MEX
EYK,VKO
CNF,SLZ
LGW,TPA
FCO,BEY
ABJ,ROB
CDG,LAD
HAV,MAD
PTP,ANU
ICN,CJU
VCP,DOU
VLC,PSA
VKO,IEV
ARN,AAL
KGL,IST
PLJ,INB
LIS,DUB
ORF,LGA
TPA,MEM
CMH,TPA
SSH,HBE
MSY,LAX
PVU,AZA
SIN,KBV
DUJ,CLE
KOW,CTU
AKL,CHC
YWP,YLH
SXB,STN
MCO,BHM
SGU,SLC
MAN,RHO
DAR,DOH
TSE,AKX
ACY,DTW
LZO,HAK
HNM,OGG
JNB,JFK
HND,SEA
FRA,KTW
BRU,RHO
WAW,BCN
PIK,PMI
PTP,PAP
ALA,GYD
TSR,MAD
OMS,NUX
BHD,SOU
CDG,BKO
BOG,NVA
CLY,ORY
CKG,WNZ
MJV,BHX
ORD,CHA
PTY,MTY
LAX,SAF
OGG,PDX
AMS,GOT
SVX,NUX
BRI,BVA
MIA,MDE
GLA,YYZ
MSY,SFO
JHB,CGK
CLE,MCI
XMN,AQG
NGO,ICN
LAS,BWI
SYD,HVB
RHO,ATH
LYS,PIS
CHS,DCA
BUA,POM
HMA,SVX
PUS,PEK
SVO,CDG
SVX,BKK
DAC,BKK
NOV,SPP
KTG,PKN
YBP,XIY
CEB,KLO
SOQ,FKQ
CGN,KTW
OSL,GDN
GRO,FKB
MUR,LGL
MIA,CLT
YCU,PEK
YOW,YFC
LAS,MAN
TRF,STN
BTH,BPN
DME,NYM
PLU,POJ
YQB,YWK
SDF,PHL
LPA,FKB
HEL,SIN
ANV,HCR
DRO,DFW
CLT,BWI
BVA,GSE
BRU,DKR
LGI,NAS
TIJ,ZLO
ATL,YYZ
CAN,ACX
IAD,CVG
DPS,LBJ
LAX,CAN
PFO,CHQ
RAK,LTN
TIP,HBE
JAC,SLC
LTN,PRG
NOJ,DME
PAZ,VSA
BVA,TSF
KWJ,CJU
LGW,CHQ
TYN,CZX
RBR,PVH
KTA,MEL
TAG,MNL
ZBL,BNE
PEK,HKG
MAD,SOF
BPN,UPG
HGH,KUL
PFO,DME
VCE,PMO
HUH,PPT
CMH,DCA
TLV,TBS
BRE,IBZ
DLC,YNT
CLT,DCA
LHR,BGO
LGW,DME
MAN,SKG
ATL,BJX
KBP,PRG
MMX,TZL
RIW,DEN
DXB,ARN
CAN,LLB
BHX,LYS
BHX,ZRH
PAF,EBB
DME,TIV
LWO,WAW
DEL,PEK
YOW,EWR
CKG,JZH
SNA,SJC
HGH,URC
DLM,RTM
PUS,SGN
JFK,VKO
LJG,HFE
ELI,KKA
MUB,CPT
NAQ,JUV
IAD,TPA
PRG,MLA
HIN,GMP
MAD,LUX
CLT,SBY
NAP,MXP
GDL,REX
PEK,LYA
ATL,TGU
NUE,VIE
YDQ,YYE
AMS,LJU
GVA,AGP
DXB,LHR
BUR,IPL
BGY,TLL
DFW,SAN
JFK,GND
LNZ,FRA
NYM,VKO
MNL,HNL
MCO,MSY
DME,KGD
BSL,KRK
SVO,VCE
SKP,IST
ALC,OSL
SVO,WAW
KBP,KIV
LAS,LGB
DUB,LRH
MIA,BZE
SCO,CIT
OPO,LRH
GRB,ATL
STN,CGN
VNS,AGR
JNN,XEQ
PEK,KWL
KWE,HFE
VLC,DUS
JER,DUS
LIL,DBV
FCO,IAD
BKK,AMM
MUC,MCT
PER,KUL
PMR,CHC
LPL,DUB
RAI,LPA
EDI,CFU
OSL,FLL
YZG,YIK
VVO,DME
LAX,MEL
XNA,EWR
TPA,ORD
MDG,PEK
AYT,TRD
OAK,MCI
KTN,SIT
DBV,LBA
PHL,EWR
RAJ,BOM
SUV,SVU
CAG,BSL
TAS,KGD
DME,TSE
HAK,NNG
LIN,WAW
KSE,EBB
ATL,CVG
OLB,GVA
MAS,MAG
SYX,KWE
RYG,VNO
CWL,TFS
BRU,BJV
NZH,HTA
OMS,OVB
XNA,ATL
MIA,MBJ
DFW,MAF
YVR,YMM
DFW,BOS
FRA,WRO
NRN,BGY
KKN,VDS
PHL,ATL
HEL,AMS
MEL,ZQN
AUS,SJC
MAD,MVD
LZH,CKG
LXA,KMG
HKG,TNN
SEA,DXB
CWL,ALC
OTP,WAW
CHS,LGA
SMA,PDL
INC,HGH
DME,UUS
BGW,BEY
IAH,GDL
BCN,RGS
HEL,JFK
ACE,LEJ
AEP,POA
OMD,WDH
CDG,MAD
EDI,CIA
GXF,JED
FNC,LIS
LYS,VCE
HHN,CIY
JNB,LAD
OVB,OSS
DUB,CFN
TBS,URC
OSL,MUC
KUL,TRZ
CMN,BEN
BSB,SLZ
DXB,KGL
NUE,TFS
MRY,PHX
STN,MMX
TPE,FSZ
GNY,ESB
BSL,CPH
TPS,PNL
DCA,LGA
TSE,SCO
MAD,SDR
ATL,TPA
PMO,AMS
JSH,ATH
FUE,CGN
IST,SSH
TXL,KLU
KZN,DWC
JFK,CAI
YYZ,STL
NBO,JED
DEN,GTF
ZLO,IAH
ANC,BRW
BOG,YYZ
DSM,DEN
MIA,CMH
CMN,LIS
IAH,VCT
BUF,DTW
PAP,PTY
FLR,MAD
YEG,PHX
EWR,PHL
XMN,TYN
PTY,SJO
BSL,FUE
CMH,LGA
BRU,SVO
SSA,CPV
YNZ,HRB
PHX,OGG
ADE,SAH
BRS,POZ
TDD,CIJ
STN,NUE
MIA,GNV
LGW,CFU
PRG,ORY
SCL,GYE
YUL,AMS
KRL,CGO
LAS,MEM
SPS,DFW
KUS,SFJ
DBV,HAM
AKL,PVG
CGH,RAO
MAH,NCL
ALC,WMI
NAP,LTN
BLQ,SUF
JFK,CHS
CRP,DFW
TYN,PVG
NBO,ACC
SIN,OOL
LTN,NAP
DRG,BKC
BJR,LLI
ESB,CKZ
MNL,KHH
PMO,LGW
YUL,JFK
RUH,ADD
CLT,IND
FCO,LBA
TLV,DUS
LJU,WAW
KGS,DME
JFK,ORD
SAW,KWI
IBZ,CGN
FNC,LEJ
DUS,VCE
BHX,BCN
ABV,CBQ
LGB,SEA
DUS,WAW
SIN,POM
SEN,SXF
KBP,NAP
DKR,IST
FRA,DOH
IUI,TQA
RYG,POZ
LHR,ATH
VKO,NUX
OLB,TXL
HRB,ICN
CAI,KAN
KEF,IAD
DCA,ALB
DME,MLA
GRR,EWR
LYA,SHA
AUH,NBO
YYZ,PVG
JHB,SZB
MEX,EZE
EWR,HOU
PMV,MUN
ALC,IBZ
AMS,DXB
PRG,PSA
SJU,FLL
RAK,BGY
TAO,NGB
BFJ,CKG
DBV,LUX
JFK,DFW
FDF,SDQ
SJI,MNL
BCN,YYZ
GRR,ATL
WXN,XIY
DMK,SNO
MIA,FRA
ARN,SFT
JFK,BOG
CAI,SXF
PVR,EWR
FMM,TFS
ZCL,MDW
SKG,VIE
GCI,ACI
ALA,KOV
DUS,PDL
BGY,AGP
PVR,ATL
ABV,ADD
AMS,OPO
PUE,PAC
CIA,AHO
GOA,CDG
FAE,SVG
MSP,MLI
JNB,MPM
LBC,PMI
AMS,OSL
ESB,ECN
CUN,IAH
POS,PMV
WNA,PKA
RIX,VIE
SVX,LBD
AES,TRD
MYJ,NGO
KGD,TAS
GVA,OTP
PMO,PNL
BIA,SXB
PWE,VKO
KHH,NGB
AUA,PBM
FAO,DTM
FCO,LIN
FCO,HAM
RMQ,PVG
KTT,HEL
MHT,ORD
CPH,PRN
PSR,BGY
BRS,INV
CKG,XIY
BLR,LKO
IST,TRN
LOP,DPS
SYD,DRW
MEL,CGK
BOS,PHL
SYD,DFW
BTC,GIU
BKK,KJA
BSR,BEY
IAD,LGA
BSB,JPA
LCA,BEY
EDI,CDG
DEN,RKS
CGH,GIG
CMB,BKK
CFU,DRS
POZ,FRA
AUH,BKK
ELP,ATL
ICN,TLV
PBI,BDL
DPS,TMC
IBZ,NUE
CDG,BZV
KGL,EBB
PMI,DTM
TRS,VLC
CLE,PUJ
CGK,TRK
NCE,BRU
FWA,AZA
BKK,CAN
SAB,SXM
DAD,ICN
RSW,BWI
FCO,BZO
OTP,STN
EIN,BGY
IAH,CZM
FAO,CGN
WRO,LTN
DME,NMA
YUT,YRT
ABV,NDJ
BOD,OPO
SJO,MAD
DTM,BUD
RBA,CMN
HAV,FDF
ICN,MUC
ATH,SAW
CNS,NRT
PUU,BOG
PSA,LTN
CDG,LCA
SLC,YVR
PVK,MAN
DMM,EAM
NNG,KHN
SMK,UNK
IST,MSQ
TUS,LAS
